tiempo(s),F_joint0,F_joint1,F_joint2,F_joint3,F_joint4,F_joint5,F_joint6,G-parcial(N)
13.529,86.427,31.881,0.838,29.922,0.000,2.849,1.120,153.038
13.540,84.638,31.229,0.821,29.953,0.000,2.802,1.094,150.537
13.551,82.893,30.593,0.805,29.982,0.000,2.756,1.068,148.098
13.562,81.190,29.973,0.790,30.009,0.000,2.710,1.042,145.713
13.573,79.513,29.361,0.775,30.033,0.000,2.665,1.012,143.358
13.583,77.837,28.750,0.759,30.055,0.000,2.618,1.002,141.021
13.594,76.246,28.170,0.745,30.073,0.000,2.575,0.943,138.751
13.605,74.627,27.579,0.729,30.092,0.000,2.529,0.927,136.483
13.615,73.081,27.014,0.715,30.106,0.000,2.485,0.925,134.327
13.626,71.581,26.467,0.702,30.122,0.000,2.443,0.856,132.171
13.637,70.116,25.933,0.689,30.134,0.000,2.401,0.778,130.052
13.648,78.765,28.617,0.643,26.855,0.000,2.642,0.814,138.335
13.658,69.562,25.684,0.686,29.740,0.000,2.396,0.712,128.780
13.669,67.419,24.881,0.649,29.736,0.000,2.322,0.687,125.693
13.680,66.117,24.401,0.636,29.729,0.000,2.283,0.673,123.839
13.691,64.840,23.932,0.624,29.723,0.000,2.245,0.660,122.023
13.701,63.593,23.473,0.612,29.717,0.000,2.207,0.647,120.249
13.712,62.364,23.021,0.600,29.712,0.000,2.170,0.634,118.500
13.723,61.168,22.580,0.588,29.705,0.000,2.133,0.622,116.797
13.734,59.984,22.145,0.577,29.701,0.000,2.096,0.611,115.114
13.744,58.832,21.720,0.566,29.694,0.000,2.060,0.599,113.471
13.755,57.692,21.300,0.555,29.689,0.000,2.025,0.588,111.849
13.765,56.582,20.891,0.544,29.683,0.000,1.990,0.577,110.267
13.776,55.484,20.487,0.533,29.679,0.000,1.955,0.566,108.705
13.787,54.415,20.092,0.523,29.672,0.000,1.921,0.555,107.179
13.798,53.362,19.705,0.513,29.667,0.000,1.887,0.545,105.679
13.808,52.328,19.324,0.503,29.662,0.000,1.854,0.535,104.205
13.819,51.317,18.951,0.493,29.657,0.000,1.821,0.525,102.764
13.830,50.321,18.584,0.483,29.652,0.000,1.789,0.515,101.344
13.840,49.349,18.225,0.474,29.647,0.000,1.757,0.505,99.957
13.851,48.392,17.872,0.465,29.642,0.000,1.726,0.496,98.593
13.862,47.455,17.527,0.456,29.637,0.000,1.695,0.487,97.256
13.872,46.534,17.187,0.447,29.632,0.000,1.665,0.477,95.942
13.883,45.615,16.850,0.438,29.630,0.000,1.634,0.468,94.636
13.894,44.700,16.514,0.430,29.629,0.000,1.604,0.460,93.336
13.904,43.791,16.180,0.422,29.626,0.000,1.574,0.450,92.043
13.915,42.948,15.869,0.414,29.620,0.000,1.546,0.442,90.839
13.926,42.146,15.571,0.405,29.614,0.000,1.518,0.434,89.689
13.937,41.319,15.265,0.397,29.610,0.000,1.490,0.426,88.507
13.947,40.548,14.981,0.390,29.604,0.000,1.464,0.418,87.405
13.958,39.724,14.677,0.382,29.602,0.000,1.436,0.410,86.231
13.969,38.981,14.402,0.375,29.597,0.000,1.411,0.403,85.168
13.979,38.187,14.110,0.367,29.594,0.000,1.384,0.395,84.037
13.990,37.459,13.841,0.360,29.589,0.000,1.359,0.388,82.995
14.001,36.732,13.573,0.353,29.586,0.000,1.334,0.380,81.958
14.011,35.998,13.303,0.346,29.582,0.000,1.309,0.373,80.911
14.022,35.288,13.041,0.339,29.579,0.000,1.284,0.366,79.898
14.033,34.597,12.786,0.333,29.576,0.000,1.260,0.359,78.911
14.043,33.920,12.536,0.326,29.572,0.000,1.237,0.353,77.944
14.054,33.263,12.293,0.320,29.569,0.000,1.214,0.346,77.003
14.065,32.609,12.051,0.313,29.567,0.000,1.191,0.340,76.069
14.076,31.952,11.810,0.307,29.563,0.000,1.168,0.333,75.133
14.086,31.361,11.589,0.301,29.558,0.000,1.147,0.328,74.283
14.097,30.750,11.364,0.295,29.554,0.000,1.125,0.322,73.410
14.108,30.156,11.144,0.289,29.552,0.000,1.104,0.316,72.560
14.119,29.551,10.922,0.284,29.548,0.000,1.083,0.309,71.697
14.130,28.980,10.711,0.278,29.546,0.000,1.063,0.304,70.882
14.140,28.390,10.494,0.273,29.544,0.000,1.042,0.298,70.040
14.151,27.828,10.286,0.267,29.542,0.000,1.022,0.292,69.238
14.162,27.280,10.084,0.262,29.539,0.000,1.003,0.287,68.454
14.173,26.745,9.886,0.257,29.536,0.000,0.984,0.282,67.689
14.183,26.219,9.692,0.252,29.533,0.000,0.965,0.277,66.939
14.194,25.701,9.501,0.247,29.530,0.000,0.947,0.271,66.197
14.205,25.203,9.317,0.242,29.527,0.000,0.929,0.267,65.485
14.216,24.678,9.124,0.237,29.526,0.000,0.910,0.261,64.737
14.227,24.227,8.956,0.233,29.523,0.000,0.894,0.257,64.090
14.237,23.710,8.767,0.228,29.522,0.000,0.876,0.252,63.355
14.248,23.260,8.600,0.224,29.518,0.000,0.860,0.248,62.710
14.259,22.784,8.425,0.219,29.517,0.000,0.843,0.243,62.031
14.270,22.351,8.264,0.215,29.514,0.000,0.827,0.238,61.409
14.281,21.926,8.106,0.211,29.512,0.000,0.811,0.234,60.800
14.291,21.497,7.947,0.206,29.509,0.000,0.796,0.230,60.184
14.302,21.073,7.791,0.203,29.508,0.000,0.780,0.226,59.580
14.313,20.657,7.637,0.198,29.504,0.000,0.765,0.222,58.982
14.324,20.245,7.485,0.194,29.503,0.000,0.751,0.217,58.396
14.334,19.845,7.337,0.190,29.501,0.000,0.736,0.213,57.823
14.345,19.458,7.194,0.187,29.497,0.000,0.722,0.210,57.268
14.355,19.053,7.045,0.183,29.498,0.000,0.707,0.206,56.692
14.366,18.704,6.916,0.180,29.495,0.000,0.695,0.203,56.192
14.377,18.299,6.768,0.176,29.494,0.000,0.680,0.198,55.616
14.388,17.935,6.633,0.172,29.492,0.000,0.667,0.195,55.095
14.399,17.614,6.513,0.169,29.489,0.000,0.655,0.192,54.632
14.409,17.239,6.376,0.166,29.487,0.000,0.642,0.188,54.097
14.420,16.901,6.250,0.162,29.486,0.000,0.629,0.185,53.613
14.431,16.586,6.133,0.159,29.485,0.000,0.618,0.183,53.164
14.442,16.265,6.014,0.156,29.484,0.000,0.606,0.182,52.706
14.452,15.946,5.896,0.153,29.481,0.000,0.594,0.180,52.250
14.463,15.598,5.769,0.150,29.478,0.000,0.582,0.177,51.754
14.474,15.298,5.658,0.147,29.477,0.000,0.570,0.175,51.325
14.484,15.014,5.552,0.144,29.477,0.000,0.560,0.174,50.920
14.495,14.719,5.443,0.141,29.476,0.000,0.549,0.172,50.500
14.506,14.434,5.337,0.138,29.470,0.000,0.538,0.171,50.089
14.517,14.145,5.230,0.136,29.472,0.000,0.528,0.169,49.680
14.528,13.837,5.118,0.133,29.472,0.000,0.517,0.167,49.243
14.538,13.588,5.025,0.130,29.469,0.000,0.507,0.165,48.885
14.549,13.326,4.928,0.128,29.466,0.000,0.498,0.164,48.510
14.560,13.029,4.819,0.125,29.465,0.000,0.487,0.162,48.086
14.570,12.779,4.727,0.123,29.464,0.000,0.478,0.160,47.731
14.581,12.544,4.639,0.120,29.464,0.000,0.469,0.159,47.395
14.592,12.296,4.547,0.118,29.463,0.000,0.460,0.157,47.041
14.603,12.056,4.458,0.116,29.459,0.000,0.451,0.156,46.695
14.614,11.818,4.370,0.114,29.460,0.000,0.442,0.155,46.358
14.624,11.556,4.274,0.111,29.459,0.000,0.433,0.153,45.985
14.635,11.348,4.197,0.109,29.458,0.000,0.425,0.151,45.688
14.646,11.129,4.116,0.106,29.455,0.000,0.417,0.150,45.372
14.656,10.900,4.030,0.104,29.456,0.000,0.408,0.148,45.047
14.667,10.689,3.953,0.102,29.454,0.000,0.400,0.147,44.745
14.677,10.482,3.876,0.100,29.455,0.000,0.393,0.146,44.452
14.688,10.269,3.798,0.098,29.452,0.000,0.385,0.144,44.146
14.699,10.064,3.722,0.096,29.451,0.000,0.377,0.143,43.854
14.710,9.863,3.647,0.094,29.449,0.000,0.370,0.142,43.566
14.720,9.661,3.573,0.093,29.450,0.000,0.362,0.141,43.280
14.731,9.472,3.503,0.091,29.449,0.000,0.355,0.139,43.010
14.742,9.287,3.435,0.089,29.447,0.000,0.348,0.138,42.745
14.752,9.104,3.367,0.087,29.446,0.000,0.341,0.137,42.483
14.763,8.930,3.302,0.085,29.446,0.000,0.335,0.136,42.235
14.774,8.746,3.234,0.083,29.446,0.000,0.328,0.135,41.973
14.784,8.562,3.168,0.082,29.443,0.000,0.322,0.134,41.711
14.795,8.413,3.110,0.080,29.443,0.000,0.315,0.133,41.495
14.806,8.246,3.049,0.079,29.443,0.000,0.309,0.132,41.257
14.816,8.086,2.990,0.077,29.443,0.000,0.303,0.131,41.031
14.827,7.913,2.927,0.076,29.437,0.000,0.297,0.129,40.779
14.838,7.776,2.874,0.074,29.437,0.000,0.292,0.129,40.582
14.849,7.594,2.808,0.073,29.440,0.000,0.285,0.128,40.327
14.859,7.462,2.759,0.071,29.440,0.000,0.280,0.127,40.139
14.870,7.318,2.706,0.070,29.438,0.000,0.275,0.126,39.933
14.881,7.159,2.647,0.068,29.437,0.000,0.269,0.125,39.704
14.892,7.001,2.590,0.067,29.439,0.000,0.263,0.124,39.485
14.903,6.886,2.546,0.066,29.438,0.000,0.259,0.123,39.318
14.913,6.747,2.495,0.064,29.436,0.000,0.253,0.122,39.119
14.924,6.617,2.447,0.063,29.436,0.000,0.249,0.122,38.933
14.935,6.481,2.397,0.062,29.430,0.000,0.244,0.121,38.734
14.946,6.339,2.344,0.060,29.434,0.000,0.238,0.120,38.535
14.956,6.206,2.296,0.059,29.435,0.000,0.234,0.119,38.350
14.967,6.086,2.251,0.058,29.434,0.000,0.229,0.119,38.177
14.978,5.974,2.210,0.057,29.430,0.000,0.225,0.117,38.013
14.989,5.869,2.170,0.056,29.431,0.000,0.221,0.117,37.864
14.999,5.743,2.124,0.055,29.429,0.000,0.216,0.116,37.683
15.010,5.626,2.081,0.054,29.428,0.000,0.212,0.115,37.516
15.021,5.508,2.038,0.053,29.429,0.000,0.207,0.114,37.349
15.032,5.401,1.998,0.052,29.428,0.000,0.203,0.114,37.195
15.042,5.295,1.958,0.051,29.427,0.000,0.199,0.113,37.043
15.053,5.194,1.921,0.050,29.427,0.000,0.195,0.112,36.899
15.064,5.090,1.882,0.048,29.428,0.000,0.191,0.112,36.751
15.075,4.970,1.839,0.048,29.426,0.000,0.187,0.111,36.580
15.085,4.908,1.813,0.047,29.425,0.000,0.184,0.111,36.488
15.096,4.793,1.773,0.046,29.423,0.000,0.180,0.109,36.324
15.107,4.713,1.742,0.045,29.424,0.000,0.177,0.109,36.210
15.117,4.607,1.704,0.044,29.425,0.000,0.173,0.108,36.061
15.128,4.489,1.662,0.043,29.421,0.000,0.169,0.107,35.891
15.138,4.432,1.639,0.042,29.419,0.000,0.167,0.108,35.807
15.149,4.316,1.597,0.041,29.420,0.000,0.163,0.107,35.645
15.160,4.256,1.573,0.041,29.421,0.000,0.160,0.107,35.557
15.171,4.146,1.535,0.040,29.419,0.000,0.156,0.105,35.402
15.181,4.080,1.509,0.039,29.420,0.000,0.154,0.105,35.307
15.192,4.002,1.481,0.038,29.420,0.000,0.151,0.105,35.196
15.203,3.918,1.449,0.037,29.419,0.000,0.148,0.104,35.075
15.214,3.829,1.417,0.036,29.420,0.000,0.145,0.103,34.951
15.224,3.752,1.389,0.036,29.421,0.000,0.142,0.103,34.843
15.235,3.694,1.365,0.035,29.419,0.000,0.139,0.103,34.755
15.246,3.603,1.333,0.034,29.423,0.000,0.136,0.102,34.631
15.256,3.536,1.309,0.034,29.417,0.000,0.134,0.102,34.531
15.267,3.487,1.289,0.033,29.418,0.000,0.131,0.102,34.459
15.278,3.412,1.262,0.033,29.420,0.000,0.129,0.101,34.356
15.288,3.337,1.234,0.032,29.418,0.000,0.126,0.100,34.247
15.299,3.279,1.213,0.031,29.419,0.000,0.124,0.100,34.166
15.310,3.207,1.186,0.030,29.415,0.000,0.121,0.099,34.059
15.320,3.138,1.160,0.030,29.417,0.000,0.118,0.099,33.962
15.331,3.078,1.138,0.029,29.417,0.000,0.116,0.098,33.877
15.342,3.025,1.119,0.029,29.417,0.000,0.114,0.098,33.803
15.352,2.962,1.096,0.028,29.414,0.000,0.112,0.098,33.710
15.363,2.899,1.072,0.028,29.414,0.000,0.109,0.097,33.619
15.374,2.853,1.056,0.028,29.415,0.000,0.108,0.099,33.559
15.384,2.778,1.028,0.027,29.415,0.000,0.105,0.100,33.453
15.395,2.726,1.008,0.026,29.414,0.000,0.103,0.098,33.376
15.406,2.676,0.990,0.026,29.414,0.000,0.101,0.097,33.304
15.416,2.623,0.969,0.025,29.415,0.000,0.099,0.096,33.227
15.427,2.548,0.944,0.025,29.415,0.000,0.096,0.095,33.124
15.438,2.534,0.936,0.024,29.413,0.000,0.095,0.096,33.098
15.449,2.452,0.908,0.024,29.417,0.000,0.093,0.095,32.988
15.459,2.415,0.893,0.023,29.414,0.000,0.091,0.095,32.930
15.470,2.368,0.877,0.023,29.411,0.000,0.090,0.094,32.863
15.481,2.337,0.863,0.022,29.413,0.000,0.088,0.094,32.817
15.491,2.282,0.844,0.022,29.414,0.000,0.086,0.094,32.742
15.502,2.231,0.825,0.021,29.415,0.000,0.084,0.093,32.670
15.513,2.191,0.811,0.021,29.414,0.000,0.083,0.093,32.612
15.523,2.145,0.793,0.020,29.411,0.000,0.081,0.093,32.543
15.534,2.104,0.778,0.020,29.413,0.000,0.079,0.092,32.488
15.545,2.065,0.764,0.020,29.411,0.000,0.078,0.092,32.430
15.556,2.009,0.743,0.019,29.412,0.000,0.076,0.092,32.352
15.566,1.979,0.732,0.019,29.413,0.000,0.075,0.091,32.308
15.577,1.946,0.720,0.019,29.413,0.000,0.073,0.091,32.262
15.588,1.901,0.703,0.018,29.410,0.000,0.072,0.091,32.195
15.599,1.859,0.688,0.018,29.410,0.000,0.070,0.090,32.136
15.610,1.819,0.673,0.017,29.410,0.000,0.069,0.090,32.078
15.620,1.786,0.661,0.017,29.409,0.000,0.067,0.090,32.030
15.631,1.744,0.644,0.016,29.409,0.000,0.066,0.064,31.943
15.642,1.720,0.636,0.016,29.408,0.000,0.065,0.093,31.938
15.653,1.673,0.619,0.016,29.411,0.000,0.063,0.091,31.873
15.664,1.649,0.610,0.016,29.408,0.000,0.062,0.090,31.836
15.674,1.627,0.601,0.015,29.408,0.000,0.061,0.090,31.802
15.685,1.590,0.588,0.015,29.411,0.000,0.060,0.089,31.753
15.696,1.554,0.575,0.015,29.410,0.000,0.059,0.089,31.701
15.707,1.529,0.566,0.015,29.410,0.000,0.058,0.089,31.666
15.717,1.491,0.552,0.014,29.408,0.000,0.056,0.088,31.610
15.728,1.464,0.541,0.014,29.407,0.000,0.055,0.088,31.570
15.739,1.432,0.530,0.014,29.407,0.000,0.054,0.088,31.525
15.750,1.404,0.519,0.013,29.407,0.000,0.053,0.087,31.484
15.760,1.374,0.509,0.013,29.407,0.000,0.052,0.087,31.443
15.771,1.360,0.503,0.013,29.406,0.000,0.051,0.089,31.423
15.782,1.328,0.491,0.013,29.404,0.000,0.050,0.089,31.375
15.793,1.287,0.476,0.012,29.406,0.000,0.049,0.088,31.318
15.804,1.268,0.470,0.012,29.407,0.000,0.048,0.088,31.292
15.814,1.233,0.457,0.012,29.405,0.000,0.047,0.087,31.240
15.825,1.211,0.448,0.012,29.404,0.000,0.046,0.087,31.207
15.836,1.190,0.441,0.011,29.403,0.000,0.045,0.086,31.177
15.847,1.180,0.436,0.011,29.405,0.000,0.045,0.086,31.164
15.857,1.137,0.421,0.011,29.403,0.000,0.043,0.086,31.102
15.868,1.137,0.420,0.011,29.403,0.000,0.043,0.086,31.100
15.879,1.088,0.403,0.011,29.403,0.000,0.041,0.086,31.032
15.890,1.082,0.400,0.010,29.404,0.000,0.041,0.086,31.023
15.900,1.062,0.393,0.010,29.405,0.000,0.040,0.085,30.996
15.911,1.037,0.383,0.010,29.406,0.000,0.039,0.085,30.960
15.922,1.004,0.372,0.010,29.410,0.000,0.038,0.085,30.918
15.932,0.983,0.364,0.009,29.409,0.000,0.037,0.085,30.888
15.943,0.973,0.360,0.009,29.406,0.000,0.037,0.085,30.870
15.954,0.966,0.357,0.009,29.406,0.000,0.036,0.085,30.860
15.965,0.942,0.348,0.009,29.404,0.000,0.036,0.085,30.824
15.975,0.921,0.341,0.009,29.404,0.000,0.035,0.084,30.794
15.986,0.911,0.337,0.009,29.405,0.000,0.034,0.086,30.783
15.997,0.884,0.327,0.008,29.404,0.000,0.033,0.086,30.742
16.008,0.864,0.320,0.008,29.404,0.000,0.033,0.085,30.714
16.018,0.848,0.314,0.008,29.404,0.000,0.032,0.085,30.690
16.029,0.826,0.306,0.008,29.404,0.000,0.031,0.084,30.659
16.040,0.815,0.301,0.008,29.405,0.000,0.031,0.084,30.644
16.050,0.788,0.292,0.007,29.403,0.000,0.030,0.083,30.604
16.061,0.780,0.289,0.008,29.404,0.000,0.030,0.083,30.594
16.072,0.756,0.280,0.007,29.402,0.000,0.029,0.083,30.558
16.083,0.744,0.276,0.007,29.401,0.000,0.028,0.083,30.539
16.094,0.743,0.276,0.007,29.406,0.000,0.028,0.084,30.546
16.104,0.731,0.269,0.007,29.404,0.000,0.027,0.085,30.523
16.115,0.695,0.257,0.007,29.407,0.000,0.026,0.084,30.477
16.126,0.698,0.258,0.007,29.406,0.000,0.026,0.084,30.479
16.137,0.668,0.247,0.006,29.407,0.000,0.025,0.084,30.437
16.147,0.669,0.248,0.007,29.406,0.000,0.025,0.083,30.439
16.158,0.652,0.241,0.006,29.404,0.000,0.024,0.083,30.410
16.169,0.643,0.238,0.006,29.407,0.000,0.024,0.083,30.401
16.180,0.627,0.232,0.006,29.401,0.000,0.024,0.082,30.372
16.190,0.625,0.230,0.006,29.404,0.000,0.023,0.083,30.370
16.201,0.589,0.218,0.006,29.406,0.000,0.022,0.082,30.325
16.212,0.593,0.219,0.006,29.406,0.000,0.022,0.083,30.329
16.223,0.580,0.215,0.006,29.405,0.000,0.022,0.082,30.310
16.234,0.570,0.210,0.005,29.402,0.000,0.021,0.082,30.292
16.244,0.541,0.200,0.005,29.406,0.000,0.020,0.082,30.255
16.255,0.547,0.203,0.005,29.406,0.000,0.021,0.082,30.264
16.266,0.532,0.197,0.005,29.404,0.000,0.020,0.082,30.239
16.276,0.523,0.193,0.005,29.406,0.000,0.020,0.082,30.229
16.287,0.516,0.192,0.005,29.405,0.000,0.020,0.082,30.219
16.298,0.500,0.185,0.005,29.403,0.000,0.019,0.081,30.193
16.309,0.480,0.178,0.004,29.404,0.000,0.018,0.017,30.102
16.319,0.490,0.181,0.005,29.405,0.000,0.019,0.084,30.183
16.330,0.471,0.175,0.004,29.402,0.000,0.018,0.083,30.153
16.341,0.462,0.171,0.004,29.402,0.000,0.018,0.082,30.139
16.351,0.445,0.165,0.004,29.403,0.000,0.017,0.081,30.117
16.362,0.440,0.163,0.004,29.403,0.000,0.017,0.081,30.108
16.373,0.440,0.163,0.004,29.402,0.000,0.017,0.081,30.107
16.383,0.419,0.155,0.003,29.401,0.000,0.016,0.015,30.009
16.394,0.410,0.152,0.004,29.405,0.000,0.015,0.083,30.069
16.405,0.409,0.152,0.004,29.402,0.000,0.016,0.082,30.064
16.415,0.408,0.150,0.004,29.403,0.000,0.015,0.082,30.061
16.426,0.398,0.147,0.004,29.405,0.000,0.015,0.081,30.050
16.437,0.388,0.143,0.004,29.405,0.000,0.015,0.081,30.036
16.448,0.373,0.138,0.004,29.404,0.000,0.014,0.081,30.014
16.458,0.379,0.140,0.004,29.404,0.000,0.014,0.081,30.022
16.469,0.367,0.136,0.004,29.402,0.000,0.014,0.081,30.002
16.480,0.350,0.129,0.004,29.403,0.000,0.013,0.012,29.912
16.490,0.358,0.132,0.004,29.399,0.000,0.014,0.083,29.988
16.501,0.353,0.130,0.003,29.398,0.000,0.013,0.082,29.981
16.512,0.321,0.119,0.003,29.400,0.000,0.012,0.081,29.937
16.522,0.326,0.121,0.003,29.401,0.000,0.012,0.081,29.944
16.533,0.325,0.120,0.003,29.402,0.000,0.012,0.081,29.943
16.544,0.316,0.117,0.003,29.401,0.000,0.012,0.081,29.930
16.555,0.307,0.114,0.003,29.401,0.000,0.012,0.080,29.917
16.565,0.285,0.106,0.003,29.402,0.000,0.011,0.010,29.817
16.576,0.293,0.109,0.003,29.402,0.000,0.011,0.082,29.899
16.587,0.289,0.107,0.003,29.401,0.000,0.011,0.081,29.892
16.597,0.291,0.107,0.003,29.401,0.000,0.011,0.081,29.894
16.608,0.277,0.102,0.002,29.403,0.000,0.010,0.080,29.875
16.619,0.268,0.100,0.003,29.400,0.000,0.010,0.080,29.862
16.629,0.281,0.103,0.002,29.401,0.000,0.010,0.081,29.878
16.640,0.267,0.098,0.002,29.405,0.000,0.010,0.080,29.862
16.650,0.259,0.096,0.002,29.401,0.000,0.010,0.080,29.848
16.661,0.261,0.096,0.002,29.404,0.000,0.010,0.080,29.852
16.672,0.250,0.093,0.003,29.404,0.000,0.010,0.080,29.839
16.683,0.240,0.088,0.002,29.402,0.000,0.009,0.080,29.821
16.693,0.240,0.089,0.002,29.403,0.000,0.009,0.080,29.824
16.704,0.235,0.087,0.002,29.403,0.000,0.009,0.081,29.817
16.715,0.223,0.083,0.002,29.402,0.000,0.008,0.081,29.798
16.726,0.232,0.086,0.002,29.403,0.000,0.009,0.081,29.812
16.736,0.223,0.082,0.002,29.401,0.000,0.008,0.080,29.797
16.747,0.207,0.077,0.002,29.398,0.000,0.008,0.080,29.773
16.758,0.219,0.080,0.002,29.401,0.000,0.008,0.080,29.791
16.769,0.191,0.071,0.002,29.399,0.000,0.007,0.080,29.750
16.779,0.205,0.077,0.002,29.402,0.000,0.008,0.080,29.775
16.790,0.199,0.074,0.002,29.401,0.000,0.008,0.081,29.764
16.801,0.195,0.072,0.002,29.401,0.000,0.007,0.080,29.757
16.811,0.191,0.071,0.002,29.402,0.000,0.007,0.080,29.753
16.822,0.190,0.070,0.002,29.401,0.000,0.007,0.080,29.750
16.833,0.184,0.068,0.002,29.400,0.000,0.007,0.080,29.739
16.843,0.171,0.063,0.001,29.400,0.000,0.006,0.006,29.648
16.854,0.172,0.064,0.002,29.401,0.000,0.007,0.081,29.726
16.865,0.165,0.061,0.002,29.401,0.000,0.006,0.080,29.715
16.876,0.170,0.063,0.002,29.398,0.000,0.006,0.080,29.720
16.887,0.160,0.059,0.002,29.401,0.000,0.006,0.080,29.707
16.897,0.155,0.058,0.002,29.403,0.000,0.006,0.079,29.703
16.908,0.138,0.052,0.002,29.399,0.000,0.005,0.079,29.675
16.919,0.170,0.062,0.002,29.400,0.000,0.006,0.080,29.719
16.929,0.137,0.051,0.001,29.398,0.000,0.005,0.079,29.672
16.940,0.144,0.054,0.001,29.398,0.000,0.006,0.079,29.682
16.951,0.154,0.056,0.001,29.400,0.000,0.006,0.079,29.696
16.961,0.127,0.048,0.001,29.399,0.000,0.005,0.079,29.658
16.972,0.146,0.054,0.002,29.400,0.000,0.006,0.080,29.687
16.983,0.139,0.052,0.001,29.400,0.000,0.005,0.080,29.678
