tiempo(s),F_joint0,F_joint1,F_joint2,F_joint3,F_joint4,F_joint5,F_joint6,G-parcial(N)
5.101,180.000,53.843,6.093,180.000,0.000,300.000,300.000,1019.936
5.112,180.000,52.917,6.062,180.000,0.000,300.000,300.000,1018.979
5.123,180.000,52.031,6.109,180.000,0.000,300.000,300.000,1018.141
5.134,180.000,51.028,6.029,180.000,0.000,300.000,300.000,1017.056
5.145,180.000,49.934,5.900,180.000,0.000,300.000,300.000,1015.835
5.156,180.000,49.006,5.949,180.000,0.000,300.000,300.000,1014.955
5.167,180.000,48.012,6.030,105.820,0.000,300.000,300.000,939.861
5.178,180.000,46.405,6.000,54.530,0.000,300.000,300.000,886.934
5.189,180.000,45.265,5.920,54.768,0.000,300.000,300.000,885.953
5.200,180.000,44.110,5.857,55.231,0.000,300.000,300.000,885.198
5.211,180.000,42.928,5.799,55.563,0.000,300.000,300.000,884.290
5.222,180.000,47.261,5.063,40.425,0.000,300.000,300.000,872.749
5.233,180.000,41.017,5.539,54.271,0.000,300.000,300.000,880.826
5.243,180.000,39.843,5.524,53.458,0.000,300.000,300.000,878.826
5.254,180.000,38.521,5.421,54.496,0.000,300.000,300.000,878.438
5.265,180.000,37.181,5.318,54.952,0.000,300.000,300.000,877.451
5.276,180.000,35.748,5.130,55.187,0.000,300.000,300.000,876.064
5.287,180.000,34.447,5.204,56.512,0.000,300.000,300.000,876.163
5.298,180.000,33.476,5.450,58.858,0.000,300.000,300.000,877.783
5.309,180.000,31.430,4.859,57.111,0.000,300.000,300.000,873.401
5.320,180.000,29.497,4.493,55.541,0.000,300.000,300.000,869.532
5.331,180.000,27.918,4.342,55.463,0.000,300.000,300.000,867.723
5.342,180.000,26.198,4.148,55.574,0.000,300.000,300.000,865.920
5.353,180.000,24.404,3.936,55.719,0.000,300.000,300.000,864.059
5.364,180.000,22.557,3.722,55.879,0.000,300.000,300.000,862.157
5.375,180.000,20.639,3.487,56.007,0.000,300.000,300.000,860.132
5.386,180.000,18.606,2.905,56.000,0.000,300.000,300.000,857.511
5.397,180.000,16.148,2.756,56.743,0.000,300.000,300.000,855.647
5.407,180.000,13.589,2.250,57.244,0.000,300.000,300.000,853.082
5.418,180.000,11.890,2.379,56.253,0.000,300.000,300.000,850.522
5.429,180.000,10.451,2.225,56.450,0.000,300.000,300.000,849.125
5.440,180.000,13.425,4.158,56.722,0.000,300.000,300.000,854.306
5.451,180.000,5.089,1.303,50.672,0.000,300.000,300.000,837.065
5.462,180.000,3.084,1.444,56.844,0.000,300.000,300.000,841.373
5.473,180.000,1.007,0.720,59.488,0.000,300.000,300.000,841.214
5.484,79.667,39.532,0.804,63.870,0.000,300.000,300.000,783.873
5.495,70.018,37.861,0.254,57.479,0.000,300.000,300.000,765.612
5.506,66.605,37.119,0.348,57.704,0.000,300.000,300.000,761.776
5.517,60.512,37.059,0.873,56.225,0.000,300.000,300.000,754.669
5.528,56.672,36.090,0.589,57.981,0.000,300.000,300.000,751.333
5.539,52.613,35.668,0.710,58.024,0.000,300.000,300.000,747.015
5.549,48.733,35.346,0.859,58.135,0.000,300.000,300.000,743.073
5.560,44.751,35.122,1.010,58.304,0.000,300.000,300.000,739.187
5.571,35.416,36.966,2.397,58.315,0.000,300.000,300.000,733.094
5.582,39.427,34.530,1.219,58.199,0.000,300.000,300.000,733.375
5.593,39.340,32.325,0.145,60.308,0.000,300.000,300.000,732.118
5.604,32.069,34.194,1.167,59.483,0.000,300.000,300.000,726.913
5.615,34.719,31.514,0.195,60.755,0.000,300.000,300.000,727.183
5.626,32.109,31.189,0.376,61.171,0.000,300.000,300.000,724.844
5.637,29.091,31.455,0.115,61.295,0.000,300.000,300.000,721.957
5.648,27.991,30.916,0.238,61.746,0.000,300.000,300.000,720.892
5.659,26.869,30.382,0.395,61.931,0.000,300.000,300.000,719.578
5.670,25.747,29.896,0.543,62.009,0.000,300.000,300.000,718.194
5.681,24.892,29.384,0.683,62.010,0.000,300.000,300.000,716.970
5.692,23.883,28.773,0.953,62.090,0.000,300.000,300.000,715.699
5.703,22.730,28.381,1.079,61.851,0.000,300.000,300.000,714.041
5.714,18.102,29.067,0.892,61.196,0.000,300.000,300.000,709.256
5.725,7.006,34.202,1.019,60.194,0.000,300.000,300.000,702.421
5.736,5.027,34.411,0.948,59.734,0.000,300.000,300.000,700.120
5.747,1.616,34.939,0.024,58.966,0.000,300.000,300.000,695.546
5.758,1.997,34.501,0.691,60.266,0.000,300.000,300.000,697.455
5.769,0.985,34.162,0.327,60.388,0.000,300.000,300.000,695.861
5.780,0.673,34.168,0.067,60.231,0.000,300.000,300.000,695.138
5.791,2.024,33.986,0.293,60.022,0.000,300.000,300.000,696.325
5.802,3.069,33.805,0.585,60.049,0.000,300.000,300.000,697.508
5.813,4.156,33.642,0.899,60.150,0.000,300.000,300.000,698.847
5.824,180.000,180.000,5.624,55.315,0.000,300.000,142.855,863.794
5.835,180.000,164.647,3.659,61.935,0.000,300.000,152.760,863.001
5.845,180.000,141.393,2.106,61.214,0.000,300.000,179.432,864.146
5.856,180.000,131.585,1.516,60.639,0.000,300.000,187.833,861.574
5.867,131.769,106.947,1.843,60.653,0.000,300.000,210.661,811.873
5.878,118.438,94.696,1.509,60.672,0.000,300.000,222.605,797.920
5.889,107.708,84.579,1.206,60.683,0.000,300.000,232.383,786.560
5.900,98.703,76.219,0.960,60.726,0.000,300.000,240.433,777.041
5.911,86.926,63.200,1.027,59.790,0.000,300.000,251.859,762.802
5.922,84.622,63.727,0.649,60.893,0.000,300.000,252.419,762.310
5.933,79.367,58.936,0.519,60.946,0.000,300.000,256.903,756.671
5.944,74.880,54.886,0.415,60.999,0.000,300.000,260.652,751.831
5.955,71.148,51.521,0.335,61.057,0.000,300.000,263.707,747.769
5.966,67.944,48.643,0.272,61.116,0.000,300.000,266.275,744.251
5.977,65.191,46.175,0.223,61.175,0.000,300.000,268.433,741.197
5.988,62.811,44.043,0.185,61.235,0.000,300.000,270.253,738.528
5.999,60.742,42.187,0.157,61.296,0.000,300.000,271.796,736.179
6.010,58.925,40.555,0.137,61.360,0.000,300.000,273.116,734.092
6.021,57.240,39.111,0.148,61.443,0.000,300.000,274.252,732.194
6.032,59.507,39.810,0.095,61.400,0.000,300.000,272.788,733.600
6.042,39.843,12.708,5.498,72.218,0.000,300.000,300.000,730.267
6.053,55.951,37.034,0.089,61.568,0.000,300.000,275.287,729.930
6.064,55.108,36.321,0.081,61.719,0.000,300.000,275.703,728.933
6.075,51.651,33.925,0.122,61.787,0.000,300.000,278.108,725.593
6.086,50.243,32.721,0.051,61.789,0.000,300.000,279.034,723.838
6.097,50.559,32.472,0.145,61.910,0.000,300.000,278.812,723.899
6.108,48.783,31.230,0.154,61.928,0.000,300.000,279.913,722.007
6.119,47.978,30.740,0.114,62.285,0.000,300.000,280.151,721.268
6.130,47.356,30.330,0.101,62.132,0.000,300.000,280.469,720.388
6.141,42.940,35.171,0.645,59.825,0.000,300.000,279.872,718.453
6.152,46.584,24.545,0.149,62.413,0.000,300.000,283.754,717.446
6.163,45.335,28.463,0.061,62.655,0.000,300.000,281.364,717.878
6.174,39.510,29.951,0.366,61.580,0.000,300.000,282.667,714.075
6.185,43.078,26.718,0.071,62.477,0.000,300.000,282.843,715.187
6.196,43.515,26.359,0.128,62.420,0.000,300.000,282.652,715.073
6.206,42.091,25.904,0.014,62.929,0.000,300.000,283.115,714.053
6.217,41.011,25.527,0.119,62.470,0.000,300.000,283.662,712.788
6.228,41.251,24.727,0.096,62.616,0.000,300.000,283.721,712.410
6.239,40.211,24.047,0.100,62.653,0.000,300.000,284.301,711.311
6.250,38.539,29.348,0.562,60.665,0.000,300.000,282.783,711.898
6.261,41.096,22.837,0.188,62.590,0.000,300.000,284.177,710.887
6.272,38.547,16.584,0.739,66.416,0.000,300.000,286.999,709.285
6.283,39.317,23.259,0.302,62.395,0.000,300.000,284.273,709.546
6.294,35.476,20.268,0.263,63.027,0.000,300.000,287.334,706.367
6.305,37.608,21.622,0.500,63.274,0.000,300.000,285.155,708.158
6.316,38.497,21.210,0.554,63.501,0.000,300.000,284.731,708.493
6.327,36.953,19.025,0.688,64.268,0.000,300.000,286.024,706.958
6.338,47.683,19.214,0.459,58.722,0.000,300.000,281.694,707.771
6.349,34.679,19.726,0.331,64.981,0.000,300.000,287.104,706.821
6.360,33.575,20.835,0.106,62.737,0.000,300.000,286.762,704.016
6.371,36.445,19.502,0.376,63.164,0.000,300.000,285.991,705.479
6.382,34.498,18.069,0.403,63.924,0.000,300.000,287.386,704.280
6.393,34.303,17.784,0.422,63.947,0.000,300.000,287.443,703.900
6.404,33.919,17.610,0.422,63.712,0.000,300.000,287.536,703.199
6.415,33.394,17.643,0.401,63.623,0.000,300.000,287.605,702.667
6.426,32.854,17.365,0.379,63.564,0.000,300.000,287.813,701.975
6.437,32.558,17.069,0.445,63.580,0.000,300.000,287.978,701.630
6.448,32.161,16.756,0.447,63.628,0.000,300.000,288.145,701.137
6.459,31.747,16.442,0.440,63.672,0.000,300.000,288.315,700.616
6.470,31.334,16.131,0.435,63.717,0.000,300.000,288.488,700.104
6.481,31.099,15.817,0.577,63.762,0.000,300.000,288.697,699.952
6.492,31.081,15.506,0.875,63.793,0.000,300.000,288.928,700.183
6.503,31.880,15.207,1.804,63.826,0.000,300.000,289.266,701.982
6.514,128.300,180.000,130.944,58.954,0.000,300.000,300.000,1098.198
6.525,94.223,180.000,10.426,47.224,0.000,300.000,300.000,931.873
6.536,24.816,180.000,4.631,58.162,0.000,300.000,300.000,867.609
6.547,36.148,180.000,6.163,63.938,0.000,300.000,300.000,886.248
6.558,45.068,180.000,7.219,63.931,0.000,300.000,300.000,896.219
6.568,55.160,180.000,8.231,63.813,0.000,300.000,300.000,907.204
6.579,65.758,180.000,9.081,63.166,0.000,300.000,300.000,918.004
6.590,82.861,176.223,11.018,65.272,0.000,300.000,300.000,935.373
6.601,41.448,30.612,1.347,58.895,0.000,300.000,300.000,732.302
6.612,39.471,29.620,0.748,58.991,0.000,300.000,300.000,728.829
6.623,56.616,37.653,0.208,68.957,0.000,300.000,300.000,763.434
6.634,47.553,32.802,0.356,65.194,0.000,300.000,300.000,745.905
6.645,44.932,33.752,1.788,64.182,0.000,300.000,300.000,744.653
6.656,66.134,18.480,2.625,64.421,0.000,283.995,300.000,735.655
6.667,180.000,89.897,5.146,67.575,0.000,154.972,300.000,797.590
6.678,180.000,75.326,4.306,65.183,0.000,174.411,300.000,799.227
6.688,180.000,64.045,3.979,64.754,0.000,192.470,300.000,805.248
6.699,180.000,55.018,3.809,64.902,0.000,206.940,300.000,810.669
6.710,180.000,47.470,3.710,64.931,0.000,218.905,300.000,815.017
6.721,180.000,41.247,3.691,64.999,0.000,228.837,300.000,818.774
6.732,180.000,36.015,3.704,65.042,0.000,237.132,300.000,821.893
6.743,180.000,31.758,3.744,65.085,0.000,244.017,300.000,824.602
6.754,83.916,3.713,2.517,65.610,0.000,274.605,300.000,730.362
6.765,71.612,5.430,3.208,65.459,0.000,277.786,300.000,723.495
6.776,76.075,3.237,2.970,65.818,0.000,275.950,300.000,724.050
6.787,45.843,20.152,2.320,67.709,0.000,296.261,300.000,732.285
6.798,37.571,22.592,2.547,65.807,0.000,300.000,300.000,728.517
6.809,35.097,22.278,2.768,65.113,0.000,300.000,300.000,725.257
6.820,34.260,21.669,2.863,64.233,0.000,300.000,300.000,723.025
6.831,35.076,20.523,2.371,65.572,0.000,300.000,300.000,723.542
6.842,34.958,20.072,2.341,65.107,0.000,300.000,300.000,722.477
6.853,35.584,20.209,2.837,64.485,0.000,300.000,300.000,723.115
6.864,33.211,18.561,2.170,65.485,0.000,300.000,300.000,719.425
6.875,27.218,15.951,0.938,67.946,0.000,300.000,300.000,712.054
6.886,30.533,16.954,1.944,65.773,0.000,300.000,300.000,715.204
6.896,30.152,16.376,1.879,65.528,0.000,300.000,300.000,713.935
6.907,29.517,15.799,1.822,65.368,0.000,300.000,300.000,712.506
6.918,48.789,14.483,0.242,64.953,0.000,300.000,300.000,728.467
6.929,27.698,14.388,1.448,65.749,0.000,300.000,300.000,709.284
6.940,27.653,14.252,1.662,65.793,0.000,300.000,300.000,709.360
6.951,28.462,13.637,1.466,65.156,0.000,300.000,300.000,708.722
6.962,26.531,13.105,1.471,65.275,0.000,300.000,300.000,706.382
6.973,24.759,12.630,1.400,65.558,0.000,300.000,300.000,704.347
6.984,23.616,12.161,1.316,65.670,0.000,300.000,300.000,702.763
6.995,22.733,11.713,1.227,65.712,0.000,300.000,300.000,701.384
7.006,21.929,11.281,1.135,65.748,0.000,300.000,300.000,700.093
7.017,21.110,10.875,1.044,65.784,0.000,300.000,300.000,698.812
7.028,20.314,10.486,0.956,65.806,0.000,300.000,300.000,697.563
7.039,19.550,10.111,0.867,65.821,0.000,300.000,300.000,696.349
7.050,18.781,9.751,0.777,65.848,0.000,300.000,300.000,695.158
7.061,18.005,9.410,0.686,65.875,0.000,300.000,300.000,693.976
7.072,17.242,9.084,0.596,65.902,0.000,300.000,300.000,692.823
7.083,16.463,8.773,0.499,65.938,0.000,300.000,300.000,691.672
7.094,15.660,8.482,0.409,65.983,0.000,300.000,300.000,690.533
7.105,14.839,8.209,0.318,66.036,0.000,300.000,300.000,689.403
7.116,14.094,7.941,0.228,66.076,0.000,300.000,300.000,688.339
7.127,13.362,7.687,0.139,66.112,0.000,300.000,300.000,687.300
7.138,12.624,7.454,0.055,66.134,0.000,300.000,300.000,686.266
7.149,11.939,7.223,0.033,66.149,0.000,300.000,300.000,685.343
7.160,11.273,6.999,0.121,66.167,0.000,300.000,300.000,684.560
7.171,10.621,6.791,0.198,66.169,0.000,300.000,300.000,683.779
7.182,10.116,6.565,0.296,66.133,0.000,300.000,300.000,683.111
7.193,9.468,6.379,0.379,66.156,0.000,300.000,300.000,682.381
7.204,8.741,6.226,0.452,66.182,0.000,300.000,300.000,681.601
7.215,8.205,6.038,0.536,66.200,0.000,300.000,300.000,680.980
7.225,7.541,5.897,0.606,66.225,0.000,300.000,300.000,680.270
7.236,6.912,5.759,0.677,66.255,0.000,300.000,300.000,679.601
7.247,6.270,5.638,0.740,66.277,0.000,300.000,300.000,678.925
7.258,5.642,5.529,0.797,66.298,0.000,300.000,300.000,678.266
7.269,5.000,5.436,0.849,66.317,0.000,300.000,300.000,677.603
7.280,4.323,5.367,0.895,66.341,0.000,300.000,300.000,676.925
7.291,3.575,5.329,0.934,66.369,0.000,300.000,300.000,676.207
7.302,23.702,22.307,0.941,66.419,0.000,300.000,284.060,697.430
7.313,120.945,110.406,2.258,58.421,0.000,300.000,179.610,771.639
7.324,120.056,96.210,2.482,73.350,0.000,300.000,200.055,792.153
7.335,107.687,81.827,1.849,69.324,0.000,300.000,218.438,779.126
7.346,87.903,69.378,1.467,67.728,0.000,300.000,230.731,757.208
7.357,70.377,58.481,1.372,66.787,0.000,300.000,241.043,738.061
7.368,60.307,50.455,1.254,66.740,0.000,300.000,249.735,728.491
7.379,52.572,44.058,1.127,66.789,0.000,300.000,256.817,721.364
7.389,45.892,38.682,1.071,66.741,0.000,300.000,262.632,715.018
7.400,40.879,34.461,0.986,66.773,0.000,300.000,267.317,710.416
7.411,36.831,31.006,0.911,66.816,0.000,300.000,271.159,706.723
7.422,33.674,28.243,0.848,66.853,0.000,300.000,274.248,703.866
7.433,43.398,29.707,0.529,65.324,0.000,300.000,275.981,714.939
7.444,31.111,24.617,0.722,66.584,0.000,300.000,278.882,701.915
7.455,29.482,23.073,0.682,66.636,0.000,300.000,280.614,700.487
7.466,28.306,21.835,0.649,66.663,0.000,300.000,282.038,699.490
7.477,27.373,20.805,0.624,66.680,0.000,300.000,283.217,698.700
7.488,26.654,19.950,0.603,66.700,0.000,300.000,284.199,698.106
7.499,26.125,19.241,0.585,66.720,0.000,300.000,285.023,697.694
7.510,25.712,18.634,0.572,66.740,0.000,300.000,285.725,697.384
7.521,25.411,18.118,0.563,66.760,0.000,300.000,286.326,697.178
7.532,25.182,17.669,0.559,66.779,0.000,300.000,286.844,697.035
7.543,24.993,17.273,0.565,66.805,0.000,300.000,287.284,696.919
7.554,24.699,16.854,0.592,66.760,0.000,300.000,287.691,696.597
7.565,24.625,16.577,0.562,66.845,0.000,300.000,288.020,696.629
7.576,24.592,16.426,0.609,66.825,0.000,300.000,288.032,696.484
7.587,23.988,15.843,0.578,66.747,0.000,300.000,288.693,695.849
7.598,23.355,15.669,0.493,66.538,0.000,300.000,288.582,694.636
7.609,23.766,15.364,0.603,66.820,0.000,300.000,289.124,695.676
7.620,24.485,15.447,0.644,67.037,0.000,300.000,289.154,696.766
7.631,24.518,15.254,0.601,67.011,0.000,300.000,289.471,696.854
7.642,24.314,15.053,0.558,66.930,0.000,300.000,289.644,696.499
7.653,24.148,14.871,0.505,66.890,0.000,300.000,289.816,696.230
7.664,24.117,14.708,0.489,66.914,0.000,300.000,289.993,696.221
7.675,24.216,14.585,0.481,66.956,0.000,300.000,290.171,696.409
7.686,24.318,14.469,0.479,66.950,0.000,300.000,290.334,696.550
7.697,24.240,14.276,0.428,66.993,0.000,300.000,290.623,696.560
7.708,24.042,14.153,0.401,66.930,0.000,300.000,290.631,696.157
7.719,23.990,14.013,0.389,66.964,0.000,300.000,290.765,696.122
7.730,24.148,13.924,0.381,67.045,0.000,300.000,290.946,696.444
7.741,24.301,13.840,0.371,67.099,0.000,300.000,291.125,696.736
7.752,24.334,13.732,0.357,67.110,0.000,300.000,291.276,696.809
7.762,24.280,13.609,0.342,67.102,0.000,300.000,291.402,696.735
7.773,24.164,13.463,0.327,67.098,0.000,300.000,291.537,696.589
7.784,24.077,13.329,0.314,67.103,0.000,300.000,291.669,696.492
7.795,24.022,13.206,0.302,67.118,0.000,300.000,291.802,696.450
7.806,23.986,13.092,0.291,67.135,0.000,300.000,291.935,696.438
7.817,23.947,12.978,0.281,67.152,0.000,300.000,292.067,696.425
7.828,23.899,12.865,0.271,67.167,0.000,300.000,292.196,696.397
7.839,23.841,12.751,0.261,67.180,0.000,300.000,292.322,696.354
7.850,23.767,12.633,0.252,67.193,0.000,300.000,292.446,696.291
7.861,23.703,12.522,0.242,67.205,0.000,300.000,292.569,696.241
7.872,23.632,12.410,0.232,67.219,0.000,300.000,292.692,696.185
7.883,23.565,12.302,0.224,67.232,0.000,300.000,292.811,696.134
7.894,23.490,12.192,0.215,67.246,0.000,300.000,292.931,696.075
7.905,23.415,12.085,0.207,67.260,0.000,300.000,293.048,696.015
7.916,23.337,11.978,0.199,67.274,0.000,300.000,293.164,695.952
7.927,23.255,11.872,0.192,67.287,0.000,300.000,293.278,695.884
7.938,23.170,11.767,0.184,67.299,0.000,300.000,293.391,695.812
7.949,22.538,11.420,0.214,67.159,0.000,300.000,293.557,694.888
7.960,22.204,11.248,0.174,67.187,0.000,300.000,293.672,694.486
7.971,22.319,11.222,0.177,67.280,0.000,300.000,293.763,694.761
7.982,22.575,11.252,0.174,67.367,0.000,300.000,293.856,695.224
7.993,22.809,11.285,0.162,67.418,0.000,300.000,293.937,695.611
8.004,22.947,11.295,0.147,67.445,0.000,300.000,293.991,695.824
8.015,23.006,11.280,0.133,67.459,0.000,300.000,294.031,695.910
8.026,22.975,11.212,0.117,67.442,0.000,300.000,294.157,695.903
8.036,22.777,11.073,0.079,67.461,0.000,300.000,294.339,695.729
8.047,22.491,10.897,0.045,67.467,0.000,300.000,294.523,695.423
8.058,22.173,10.720,0.024,67.441,0.000,300.000,294.635,694.993
8.069,21.817,10.530,0.027,67.431,0.000,300.000,294.727,694.532
8.080,21.576,10.386,0.051,67.411,0.000,300.000,294.779,694.203
8.091,21.466,10.290,0.068,67.432,0.000,300.000,294.843,694.099
8.102,21.480,10.252,0.077,67.465,0.000,300.000,294.891,694.164
8.113,21.567,10.249,0.088,67.481,0.000,300.000,294.925,694.310
8.124,21.641,10.234,0.080,67.506,0.000,300.000,295.015,694.476
8.135,21.532,10.154,0.008,67.533,0.000,300.000,295.186,694.414
8.146,21.885,10.203,0.094,67.687,0.000,300.000,295.653,695.523
8.157,22.222,10.405,0.106,67.732,0.000,300.000,295.340,695.805
8.168,21.842,10.177,0.057,67.645,0.000,300.000,295.432,695.153
8.179,21.196,9.900,0.012,67.513,0.000,300.000,295.306,693.927
8.190,18.840,8.826,0.009,67.188,0.000,300.000,295.826,690.689
8.200,18.086,8.465,0.094,67.246,0.000,300.000,295.860,689.752
8.211,18.752,8.684,0.155,67.510,0.000,300.000,295.839,690.940
8.222,19.849,9.092,0.176,67.636,0.000,300.000,295.786,692.539
8.233,20.822,9.554,0.212,67.561,0.000,300.000,295.392,693.541
8.244,21.104,9.544,0.139,67.738,0.000,300.000,296.444,694.968
8.255,20.765,9.386,0.150,67.828,0.000,300.000,296.567,694.696
8.266,21.156,9.761,0.129,67.907,0.000,300.000,295.608,694.560
8.277,20.156,9.116,0.029,67.568,0.000,300.000,296.215,693.085
8.288,19.220,8.665,0.028,67.659,0.000,300.000,296.585,692.158
8.299,19.213,8.679,0.031,67.683,0.000,300.000,296.476,692.082
8.310,19.157,8.632,0.033,67.688,0.000,300.000,296.522,692.032
8.321,19.026,8.563,0.032,67.694,0.000,300.000,296.541,691.856
8.332,18.983,8.549,0.030,67.692,0.000,300.000,296.471,691.726
8.343,18.843,8.461,0.028,67.707,0.000,300.000,296.543,691.583
8.354,18.883,8.465,0.043,67.743,0.000,300.000,296.579,691.713
8.365,19.257,8.601,0.071,67.783,0.000,300.000,296.624,692.336
8.376,18.707,8.335,0.042,67.752,0.000,300.000,296.726,691.562
8.387,18.384,8.172,0.028,67.747,0.000,300.000,296.806,691.137
8.398,18.188,8.065,0.021,67.752,0.000,300.000,296.874,690.900
8.409,18.044,7.981,0.016,67.761,0.000,300.000,296.937,690.739
8.420,17.801,7.857,0.007,67.764,0.000,300.000,296.996,690.425
8.431,17.703,7.796,0.006,67.773,0.000,300.000,297.052,690.330
8.442,17.591,7.728,0.004,67.781,0.000,300.000,297.108,690.212
8.453,17.471,7.658,0.001,67.787,0.000,300.000,297.164,690.080
8.464,17.350,7.588,0.003,67.793,0.000,300.000,297.215,689.948
8.475,17.229,7.518,0.006,67.800,0.000,300.000,297.266,689.820
8.486,17.106,7.449,0.009,67.807,0.000,300.000,297.316,689.687
8.497,16.978,7.378,0.013,67.814,0.000,300.000,297.366,689.549
8.508,16.850,7.307,0.016,67.821,0.000,300.000,297.415,689.409
8.519,16.721,7.236,0.020,67.828,0.000,300.000,297.463,689.267
8.530,16.567,7.161,0.024,67.836,0.000,300.000,297.491,689.079
8.541,16.379,7.058,0.028,67.844,0.000,300.000,297.583,688.892
8.552,16.200,6.970,0.033,67.851,0.000,300.000,297.628,688.682
8.563,16.034,6.888,0.038,67.859,0.000,300.000,297.665,688.483
8.573,15.873,6.808,0.041,67.861,0.000,300.000,297.705,688.288
8.584,15.749,6.737,0.042,67.861,0.000,300.000,297.782,688.171
8.595,15.631,6.680,0.047,67.873,0.000,300.000,297.793,688.023
8.606,15.521,6.621,0.051,67.882,0.000,300.000,297.824,687.899
8.617,15.462,6.583,0.051,67.889,0.000,300.000,297.864,687.848
8.628,15.376,6.537,0.052,67.899,0.000,300.000,297.894,687.757
8.639,15.235,6.466,0.054,67.909,0.000,300.000,297.937,687.602
8.650,15.091,6.394,0.058,67.914,0.000,300.000,297.977,687.435
8.661,14.948,6.323,0.062,67.917,0.000,300.000,298.018,687.269
8.672,14.818,6.257,0.065,67.924,0.000,300.000,298.058,687.122
8.683,14.692,6.194,0.068,67.930,0.000,300.000,298.096,686.980
8.694,14.566,6.131,0.071,67.937,0.000,300.000,298.132,686.838
8.705,14.441,6.069,0.074,67.943,0.000,300.000,298.169,686.695
8.716,14.315,6.007,0.076,67.950,0.000,300.000,298.204,686.552
8.727,14.192,5.947,0.079,67.956,0.000,300.000,298.238,686.412
8.738,14.069,5.886,0.082,67.962,0.000,300.000,298.272,686.272
8.749,13.946,5.826,0.085,67.969,0.000,300.000,298.306,686.131
8.760,13.824,5.767,0.087,67.975,0.000,300.000,298.338,685.991
8.771,13.703,5.708,0.090,67.981,0.000,300.000,298.370,685.851
8.782,13.582,5.649,0.093,67.987,0.000,300.000,298.402,685.712
8.794,13.462,5.592,0.095,67.993,0.000,300.000,298.433,685.574
8.805,13.342,5.534,0.098,67.999,0.000,300.000,298.463,685.436
8.816,13.223,5.477,0.101,68.005,0.000,300.000,298.492,685.297
8.827,13.102,5.420,0.103,68.010,0.000,300.000,298.522,685.157
8.838,12.984,5.364,0.106,68.016,0.000,300.000,298.550,685.021
8.849,12.868,5.309,0.109,68.022,0.000,300.000,298.578,684.885
8.860,12.753,5.254,0.111,68.028,0.000,300.000,298.606,684.752
8.871,12.638,5.200,0.114,68.033,0.000,300.000,298.633,684.617
8.882,12.526,5.147,0.116,68.039,0.000,300.000,298.659,684.487
8.893,12.412,5.094,0.119,68.044,0.000,300.000,298.684,684.353
8.904,12.296,5.040,0.121,68.050,0.000,300.000,298.710,684.217
8.915,12.183,4.987,0.124,68.055,0.000,300.000,298.735,684.083
8.926,12.070,4.935,0.126,68.060,0.000,300.000,298.759,683.950
8.937,11.957,4.883,0.129,68.066,0.000,300.000,298.782,683.817
8.947,11.845,4.831,0.131,68.071,0.000,300.000,298.804,683.682
8.959,11.736,4.781,0.134,68.076,0.000,300.000,298.826,683.554
8.969,11.627,4.731,0.136,68.081,0.000,300.000,298.850,683.425
8.980,11.521,4.682,0.138,68.086,0.000,300.000,298.871,683.299
8.991,11.413,4.632,0.141,68.091,0.000,300.000,298.896,683.173
9.002,11.308,4.584,0.143,68.096,0.000,300.000,298.918,683.049
9.013,11.202,4.536,0.145,68.101,0.000,300.000,298.939,682.924
9.024,11.099,4.488,0.148,68.106,0.000,300.000,298.960,682.801
9.035,10.995,4.441,0.150,68.111,0.000,300.000,298.981,682.678
9.046,10.894,4.395,0.152,68.116,0.000,300.000,299.001,682.558
9.057,10.791,4.349,0.154,68.121,0.000,300.000,299.021,682.436
9.068,10.692,4.303,0.157,68.125,0.000,300.000,299.041,682.318
9.079,10.590,4.258,0.159,68.130,0.000,300.000,299.060,682.196
9.090,10.492,4.213,0.161,68.134,0.000,300.000,299.078,682.080
9.101,10.391,4.168,0.163,68.139,0.000,300.000,299.097,681.958
9.111,10.296,4.125,0.165,68.144,0.000,300.000,299.115,681.844
9.122,10.196,4.081,0.168,68.148,0.000,300.000,299.132,681.724
9.133,10.101,4.038,0.170,68.152,0.000,300.000,299.150,681.611
9.144,10.014,3.998,0.171,68.156,0.000,300.000,299.167,681.507
9.155,9.928,3.960,0.173,68.161,0.000,300.000,299.183,681.404
9.166,9.819,3.913,0.174,68.165,0.000,300.000,299.198,681.270
9.177,9.720,3.869,0.176,68.170,0.000,300.000,299.214,681.149
9.188,9.623,3.827,0.178,68.174,0.000,300.000,299.229,681.031
9.199,9.530,3.786,0.179,68.179,0.000,300.000,299.244,680.918
9.210,9.439,3.746,0.181,68.183,0.000,300.000,299.258,680.807
9.221,9.348,3.706,0.182,68.187,0.000,300.000,299.273,680.696
9.232,9.258,3.667,0.184,68.191,0.000,300.000,299.287,680.587
9.243,9.169,3.628,0.185,68.195,0.000,300.000,299.301,680.478
9.254,9.081,3.589,0.187,68.199,0.000,300.000,299.315,680.370
9.265,8.993,3.551,0.188,68.203,0.000,300.000,299.328,680.264
9.276,8.907,3.514,0.190,68.207,0.000,300.000,299.341,680.158
9.287,8.821,3.476,0.191,68.211,0.000,300.000,299.354,680.053
9.298,8.725,3.436,0.192,68.213,0.000,300.000,299.362,679.929
9.309,8.630,3.394,0.194,68.219,0.000,300.000,299.379,679.815
9.320,8.549,3.359,0.196,68.223,0.000,300.000,299.391,679.717
9.331,8.483,3.330,0.196,68.227,0.000,300.000,299.401,679.637
